1074.218750	3955.078125
1074.218750	3955.078125
1074.218750	3955.078125
1074.218750	3955.078125
1074.218750	3955.078125
1074.218750	3955.078125
1074.218750	3955.078125
1074.218750	3955.078125
1074.218750	3955.078125
1083.984375	3964.843750
1093.750000	3955.078125
1123.046875	3945.312500
1142.578125	3925.781250
1171.875000	3906.250000
1181.640625	3886.718750
1201.171875	3876.953125
1220.703125	3857.421875
1230.468750	3828.125000
1250.000000	3798.828125
1250.000000	3789.062500
1250.000000	3798.828125
1279.296875	3769.531250
1298.828125	3730.468750
1347.656250	3691.406250
1376.953125	3662.109375
1396.484375	3632.812500
1425.781250	3613.281250
1455.078125	3593.750000
1474.609375	3574.218750
1494.140625	3544.921875
1513.671875	3535.156250
1513.671875	3515.625000
1523.437500	3496.093750
1533.203125	3496.093750
1533.203125	3496.093750
1533.203125	3505.859375
1533.203125	3505.859375
1533.203125	3505.859375
1533.203125	3496.093750
1533.203125	3505.859375
1533.203125	3505.859375
1523.437500	3496.093750
1533.203125	3457.031250
1523.437500	3447.265625
1523.437500	3427.734375
1533.203125	3417.968750
1533.203125	3398.437500
1533.203125	3359.375000
1533.203125	3349.609375
1533.203125	3320.312500
1533.203125	3291.015625
1533.203125	3271.484375
1533.203125	3242.187500
1542.968750	3222.656250
1542.968750	3193.359375
1542.968750	3183.593750
1562.500000	3144.531250
1572.265625	3144.531250
1572.265625	3144.531250
1562.500000	3144.531250
1562.500000	3144.531250
1572.265625	3134.765625
1562.500000	3144.531250
1572.265625	3134.765625
1572.265625	3144.531250
1572.265625	3134.765625
1562.500000	3144.531250
1562.500000	3144.531250
1562.500000	3144.531250
1572.265625	3144.531250
1562.500000	3144.531250
1562.500000	3154.296875
1542.968750	3164.062500
1533.203125	3183.593750
1533.203125	3183.593750
1533.203125	3183.593750
1503.906250	3193.359375
1503.906250	3203.125000
1484.375000	3212.890625
1474.609375	3232.421875
1464.843750	3251.953125
1445.312500	3291.015625
1425.781250	3300.781250
1416.015625	3320.312500
1386.718750	3349.609375
1357.421875	3359.375000
1337.890625	3378.906250
1308.593750	3398.437500
1279.296875	3417.968750
1250.000000	3447.265625
1240.234375	3457.031250
1220.703125	3496.093750
1201.171875	3535.156250
1191.406250	3535.156250
1201.171875	3535.156250
1201.171875	3544.921875
1191.406250	3564.453125
1201.171875	3564.453125
1191.406250	3554.687500
1201.171875	3525.390625
1191.406250	3505.859375
1201.171875	3476.562500
1201.171875	3447.265625
1201.171875	3427.734375
1201.171875	3408.203125
1210.937500	3369.140625
1220.703125	3320.312500
1220.703125	3300.781250
1230.468750	3251.953125
1240.234375	3212.890625
1269.531250	3154.296875
1298.828125	3125.000000
1328.125000	3066.406250
1357.421875	3037.109375
1357.421875	3037.109375
1357.421875	3037.109375
1357.421875	3037.109375
1357.421875	3037.109375
1357.421875	3037.109375
1347.656250	3046.875000
1328.125000	3056.640625
1298.828125	3076.171875
1269.531250	3105.468750
1240.234375	3115.234375
1240.234375	3125.000000
1220.703125	3144.531250
1220.703125	3144.531250
1220.703125	3154.296875
1220.703125	3154.296875
1201.171875	3164.062500
1181.640625	3164.062500
1181.640625	3183.593750
1171.875000	3183.593750
1162.109375	3193.359375
1142.578125	3193.359375
1132.812500	3193.359375
1103.515625	3212.890625
1074.218750	3242.187500
1064.453125	3242.187500
1064.453125	3242.187500
1064.453125	3242.187500
1064.453125	3251.953125
1064.453125	3242.187500
1064.453125	3251.953125
1064.453125	3271.484375
1025.390625	3300.781250
1025.390625	3320.312500
1005.859375	3339.843750
986.328125	3378.906250
986.328125	3408.203125
976.562500	3417.968750
966.796875	3417.968750
947.265625	3447.265625
947.265625	3476.562500
927.734375	3535.156250
917.968750	3574.218750
908.203125	3583.984375
908.203125	3613.281250
898.437500	3613.281250
888.671875	3642.578125
878.906250	3671.875000
869.140625	3691.406250
869.140625	3691.406250
869.140625	3710.937500
859.375000	3740.234375
849.609375	3798.828125
849.609375	3818.359375
849.609375	3847.656250
839.843750	3886.718750
810.546875	3896.484375
791.015625	3925.781250
751.953125	3935.546875
732.421875	3945.312500
703.125000	3955.078125
673.828125	3964.843750
644.531250	3984.375000
605.468750	4003.906250
576.171875	4023.437500
537.109375	4042.968750
517.578125	4052.734375
507.812500	4052.734375
498.046875	4062.500000
478.515625	4082.031250
468.750000	4111.328125
458.984375	4121.093750
458.984375	4121.093750
458.984375	4121.093750
449.218750	4121.093750
449.218750	4111.328125
439.453125	4150.390625
429.687500	4179.687500
429.687500	4248.046875
419.921875	4238.281250
419.921875	4277.343750
410.156250	4287.109375
400.390625	4365.234375
390.625000	4414.062500
390.625000	4462.890625
380.859375	4511.718750
380.859375	4550.781250
380.859375	4550.781250
380.859375	4560.546875
380.859375	4560.546875
380.859375	4550.781250
400.390625	4541.015625
419.921875	4511.718750
429.687500	4511.718750
439.453125	4492.187500
439.453125	4482.421875
439.453125	4482.421875
458.984375	4492.187500
468.750000	4482.421875
488.281250	4453.125000
478.515625	4462.890625
498.046875	4443.359375
507.812500	4433.593750
546.875000	4414.062500
576.171875	4394.531250
615.234375	4384.765625
644.531250	4355.468750
654.296875	4355.468750
644.531250	4355.468750
654.296875	4365.234375
644.531250	4365.234375
654.296875	4384.765625
644.531250	4384.765625
644.531250	4394.531250
644.531250	4433.593750
654.296875	4443.359375
654.296875	4462.890625
654.296875	4462.890625
644.531250	4472.656250
654.296875	4472.656250
654.296875	4511.718750
654.296875	4550.781250
654.296875	4589.843750
664.062500	4609.375000
664.062500	4619.140625
712.890625	4628.906250
751.953125	4628.906250
810.546875	4609.375000
849.609375	4599.609375
888.671875	4580.078125
947.265625	4541.015625
957.031250	4521.484375
996.093750	4501.953125
1025.390625	4472.656250
1064.453125	4453.125000
1093.750000	4423.828125
1103.515625	4423.828125
1103.515625	4423.828125
1103.515625	4423.828125
1103.515625	4404.296875
1103.515625	4394.531250
1103.515625	4365.234375
1093.750000	4345.703125
1093.750000	4335.937500
1093.750000	4287.109375
1093.750000	4238.281250
1093.750000	4199.218750
1093.750000	4121.093750
1093.750000	4052.734375
1093.750000	4023.437500
1093.750000	4003.906250
